run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR2505848	SAMEA1069095	ERX2525303	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505848/ERR2505848.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505848/DA106.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505848/DA106.sort.rmdup.realign.md.bam.bai		
ERR2505851	SAMEA1069097	ERX2525306	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/001/ERR2505851/ERR2505851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505851/DA112.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505851/DA112.sort.rmdup.realign.md.bam.bai		
ERR2505853	SAMEA1069099	ERX2525308	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505853/ERR2505853.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505853/DA117.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505853/DA117.sort.rmdup.realign.md.bam.bai		
ERR2505855	SAMEA1069101	ERX2525310	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505855/ERR2505855.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505855/DA119.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505855/DA119.sort.rmdup.realign.md.bam.bai		
ERR2505856	SAMEA1069031	ERX2525311	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/006/ERR2505856/ERR2505856.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505856/DA11.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505856/DA11.sort.rmdup.realign.md.bam.bai		
ERR2505857	SAMEA1069102	ERX2525312	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/007/ERR2505857/ERR2505857.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505857/DA121.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505857/DA121.sort.rmdup.realign.md.bam.bai		
ERR2505858	SAMEA1069103	ERX2525313	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/008/ERR2505858/ERR2505858.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505858/DA123.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505858/DA123.sort.rmdup.realign.md.bam.bai		
ERR2505859	SAMEA1069104	ERX2525314	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/009/ERR2505859/ERR2505859.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505859/DA124.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505859/DA124.sort.rmdup.realign.md.bam.bai		
ERR2505863	SAMEA1069108	ERX2525318	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/003/ERR2505863/ERR2505863.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505863/DA128.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505863/DA128.sort.rmdup.realign.md.bam.bai		
ERR2505864	SAMEA1069109	ERX2525319	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/004/ERR2505864/ERR2505864.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505864/DA129.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505864/DA129.sort.rmdup.realign.md.bam.bai		
ERR2505865	SAMEA1069110	ERX2525320	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/005/ERR2505865/ERR2505865.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505865/DA130.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505865/DA130.sort.rmdup.realign.md.bam.bai		
ERR2505870	SAMEA1069115	ERX2525325	PRJEB20658	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR250/000/ERR2505870/ERR2505870.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505870/DA142.sort.rmdup.realign.md.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR250/ERR2505870/DA142.sort.rmdup.realign.md.bam.bai		
